Destination,Origin,Rejected
Sweden,Spain,*
Sweden,Estonia,*
Sweden,Ethiopia,266
Sweden,Ethiopia,82
Sweden,Ethiopia,376
Sweden,France,*
Sweden,Gabon,*
Sweden,Gabon,*
Sweden,United Kingdom,*
Sweden,United Kingdom,*
Sweden,Georgia,414
Sweden,Georgia,78
Sweden,Georgia,565
Sweden,Ghana,*
Sweden,Ghana,24
Sweden,Ghana,32
Sweden,Guinea,8
Sweden,Guinea,14
Sweden,Guinea,15
Sweden,Gambia,59
Sweden,Gambia,65
Sweden,Gambia,*
Sweden,Guinea-Bissau,*
Sweden,Guinea-Bissau,0
Sweden,Guinea-Bissau,*
Sweden,Equatorial Guinea,0
Sweden,Equatorial Guinea,0
Sweden,Greece,*
Sweden,Greece,*
Sweden,Grenada,*
Sweden,Grenada,0
Sweden,Guatemala,0
Sweden,Guyana,0
Sweden,Honduras,9
Sweden,Honduras,*
Sweden,Croatia,*
Sweden,Croatia,0
Sweden,Croatia,*
Sweden,Haiti,*
Sweden,Haiti,0
Sweden,Hungary,*
Sweden,Hungary,*
Sweden,Hungary,0
Sweden,Indonesia,*
Sweden,Indonesia,*
Sweden,Indonesia,5
Sweden,India,38
Sweden,India,44
Sweden,India,14
Sweden,Iran (Islamic Rep. of),332
Sweden,Iran (Islamic Rep. of),299
Sweden,Iran (Islamic Rep. of),113
Sweden,Iraq,954
Sweden,Iraq,1781
Sweden,Iraq,350
Sweden,Israel,17
Sweden,Israel,8
Sweden,Israel,*
Sweden,Italy,*
Sweden,Italy,*
Sweden,Italy,6
Sweden,Jamaica,*
Sweden,Jamaica,*
Sweden,Jordan,95
Sweden,Jordan,53
Sweden,Jordan,99
Sweden,Japan,0
Sweden,Japan,0
Sweden,Kazakhstan,52
Sweden,Kazakhstan,117
Sweden,Kazakhstan,98
Sweden,Kenya,17
Sweden,Kenya,17
Sweden,Kenya,26
Sweden,Kyrgyzstan,68
Sweden,Kyrgyzstan,36
Sweden,Kyrgyzstan,82
Sweden,Cambodia,*
Sweden,Cambodia,*
Sweden,Saint Kitts and Nevis,5
Sweden,Saint Kitts and Nevis,5
Sweden,Rep. of Korea,*
Sweden,Rep. of Korea,*
Sweden,Kuwait,0
Sweden,Kuwait,7
Sweden,Kuwait,*
Sweden,Lebanon,164
Sweden,Lebanon,220
Sweden,Lebanon,54
Sweden,Liberia,*
Sweden,Liberia,*
Sweden,Liberia,0
Sweden,Libya,54
Sweden,Libya,66
Sweden,Libya,93
Sweden,Sri Lanka,10
Sweden,Sri Lanka,10
Sweden,Sri Lanka,8
Sweden,Lithuania,0
Sweden,Lithuania,*
Sweden,Lithuania,*
Sweden,Latvia,0
Sweden,Latvia,*
Sweden,Latvia,0
Sweden,Morocco,188
Sweden,Morocco,215
Sweden,Morocco,36
Sweden,Rep. of Moldova,23
Sweden,Rep. of Moldova,12
Sweden,Rep. of Moldova,*
Sweden,Mexico,*
Sweden,Mexico,*
Sweden,Mexico,*
Sweden,The former Yugoslav Republic of Macedonia,33
Sweden,The former Yugoslav Republic of Macedonia,116
Sweden,The former Yugoslav Republic of Macedonia,112
Sweden,Mali,*
Sweden,Mali,*
Sweden,Mali,0
Sweden,Malta,*
Sweden,Myanmar,0
Sweden,Myanmar,*
Sweden,Myanmar,*
Sweden,Montenegro,*
Sweden,Montenegro,23
Sweden,Montenegro,24
Sweden,Mongolia,669
Sweden,Mongolia,253
Sweden,Mongolia,937
Sweden,Mozambique,*
Sweden,Mozambique,0
Sweden,Mauritania,*
Sweden,Mauritania,*
Sweden,Mauritania,0
Sweden,Malaysia,*
Sweden,Malaysia,*
Sweden,Niger,*
Sweden,Niger,*
Sweden,Nigeria,205
Sweden,Nigeria,37
Sweden,Nigeria,189
Sweden,Nicaragua,*
Sweden,Nicaragua,*
Sweden,Nicaragua,28
Sweden,Netherlands,0
Sweden,Norway,*
Sweden,Norway,*
Sweden,Norway,0
Sweden,Nepal,20
Sweden,Nepal,12
Sweden,Nepal,8
Sweden,Pakistan,143
Sweden,Pakistan,219
Sweden,Pakistan,25
Sweden,Peru,*
Sweden,Peru,*
Sweden,Peru,11
Sweden,Philippines,0
Sweden,Philippines,5
Sweden,Philippines,25
Sweden,Poland,*
Sweden,Poland,*
Sweden,Dem. People's Rep. of Korea,0
Sweden,Dem. People's Rep. of Korea,0
Sweden,Dem. People's Rep. of Korea,*
Sweden,Portugal,0
Sweden,Paraguay,0
Sweden,Palestinian,13
Sweden,Palestinian,168
Sweden,Palestinian,279
Sweden,Romania,9
Sweden,Romania,0
Sweden,Romania,9
Sweden,Russia,235
Sweden,Russia,126
Sweden,Russia,199
Sweden,Rwanda,8
Sweden,Rwanda,*
Sweden,Rwanda,*
Sweden,Saudi Arabia,*
Sweden,Saudi Arabia,10
Sweden,Sudan,13
Sweden,Sudan,130
Sweden,Sudan,90
Sweden,Senegal,13
Sweden,Senegal,17
Sweden,Senegal,*
Sweden,Sierra Leone,9
Sweden,Sierra Leone,*
Sweden,Sierra Leone,14
Sweden,El Salvador,178
Sweden,El Salvador,91
Sweden,El Salvador,17
Sweden,Somalia,198
Sweden,Somalia,788
Sweden,Somalia,1009
Sweden,Serbia and Kosovo (S/RES/1244 (1999)),117
Sweden,Serbia and Kosovo (S/RES/1244 (1999)),227
Sweden,Serbia and Kosovo (S/RES/1244 (1999)),260
Sweden,South Sudan,*
Sweden,South Sudan,*
Sweden,South Sudan,*
Sweden,Slovakia,*
Sweden,Slovakia,0
Sweden,Swaziland,*
Sweden,Seychelles,*
Sweden,Seychelles,*
Sweden,Syrian Arab Rep.,136
Sweden,Syrian Arab Rep.,*
Sweden,Syrian Arab Rep.,996
Sweden,Chad,*
Sweden,Chad,*
Sweden,Chad,*
Sweden,Togo,*
Sweden,Togo,*
Sweden,Togo,*
Sweden,Thailand,5
Sweden,Thailand,8
Sweden,Thailand,*
Sweden,Tajikistan,41
Sweden,Tajikistan,26
Sweden,Tajikistan,6
Sweden,Turkmenistan,*
Sweden,Turkmenistan,*
Sweden,Turkmenistan,*
Sweden,Trinidad and Tobago,*
Sweden,Tunisia,55
Sweden,Tunisia,17
Sweden,Tunisia,61
Sweden,Turkey,28
Sweden,Turkey,146
Sweden,Turkey,89
Sweden,United Rep. of Tanzania,20
Sweden,United Rep. of Tanzania,12
Sweden,United Rep. of Tanzania,15
Sweden,Uganda,27
Sweden,Uganda,*
Sweden,Uganda,35
Sweden,Ukraine,46
Sweden,Ukraine,806
Sweden,Ukraine,1213
Sweden,Uruguay,0
Sweden,United States,7
Sweden,United States,*
Sweden,United States,15
Sweden,Uzbekistan,61
Sweden,Uzbekistan,128
Sweden,Uzbekistan,142
Sweden,Venezuela (Bolivarian Republic of),60
Sweden,Venezuela (Bolivarian Republic of),*
Sweden,Venezuela (Bolivarian Republic of),22
Sweden,Viet Nam,12
Sweden,Viet Nam,10
Sweden,Viet Nam,14
Sweden,Stateless,292
Sweden,Stateless,49
Sweden,Stateless,336
Sweden,Various/Unknown,107
Sweden,Various/Unknown,150
Sweden,Various/Unknown,141
Sweden,Yemen,22
Sweden,Yemen,*
Sweden,Yemen,17
Sweden,South Africa,*
Sweden,South Africa,*
Sweden,South Africa,*
Sweden,Zambia,*
Sweden,Zambia,0
Sweden,Zambia,*
Sweden,Zimbabwe,*
Sweden,Zimbabwe,*
Sweden,Zimbabwe,5
Switzerland,Afghanistan,
Switzerland,Angola,
Switzerland,Albania,96
Switzerland,United Arab Emirates,0
Switzerland,Armenia,20
Switzerland,Australia,*
Switzerland,Austria,*
Switzerland,Azerbaijan,
Switzerland,Burundi,0
Switzerland,Belgium,
Switzerland,Benin,
Switzerland,Burkina Faso,7
Switzerland,Bangladesh,
Switzerland,Bulgaria,*
Switzerland,Bahrain,0
Switzerland,Bosnia and Herzegovina,
Switzerland,Belarus,11
Switzerland,Brazil,0
Switzerland,Brunei Darussalam,0
Switzerland,Bhutan,0
Switzerland,Central African Rep.,0
Switzerland,Canada,*
Switzerland,China,
Switzerland,Côte d'Ivoire,16
Switzerland,Cameroon,
Switzerland,Dem. Rep. of the Congo,
Switzerland,Congo,*
Switzerland,Colombia,
Switzerland,Cabo Verde,*
Switzerland,Cuba,
Switzerland,Czech Rep.,0
Switzerland,Germany,*
Switzerland,Djibouti,0
Switzerland,Dominican Rep.,0
Switzerland,Algeria,113
Switzerland,Ecuador,0
Switzerland,Egypt,
Switzerland,Eritrea,
Switzerland,Western Sahara,*
Switzerland,Spain,0
Switzerland,Ethiopia,
Switzerland,France,
Switzerland,Gabon,
Switzerland,United Kingdom,0
Switzerland,Georgia,
Switzerland,Ghana,14
Switzerland,Guinea,70
Switzerland,Gambia,
Switzerland,Guinea-Bissau,
Switzerland,Equatorial Guinea,*
Switzerland,Greece,
Switzerland,Guatemala,*
Switzerland,Honduras,
Switzerland,Croatia,*
Switzerland,Haiti,0
Switzerland,Hungary,
Switzerland,India,
Switzerland,Iran (Islamic Rep. of),
Switzerland,Iraq,
Switzerland,Israel,*
Switzerland,Italy,*
Switzerland,Jamaica,*
Switzerland,Jordan,10
Switzerland,Kazakhstan,
Switzerland,Kenya,*
Switzerland,Kyrgyzstan,*
Switzerland,Cambodia,0
Switzerland,Rep. of Korea,0
Switzerland,Kuwait,0
Switzerland,Lao People's Dem. Rep.,0
Switzerland,Lebanon,
Switzerland,Liberia,
Switzerland,Libya,
Switzerland,Sri Lanka,289
Switzerland,Lithuania,*
Switzerland,Luxembourg,0
Switzerland,Morocco,
Switzerland,Rep. of Moldova,19
Switzerland,Madagascar,0
Switzerland,Mexico,0
Switzerland,The former Yugoslav Republic of Macedonia,
Switzerland,Mali,
Switzerland,Myanmar,5
Switzerland,Montenegro,
Switzerland,Mongolia,60
Switzerland,Mozambique,*
Switzerland,Mauritania,
Switzerland,Mauritius,0
Switzerland,Malawi,0
Switzerland,Malaysia,*
Switzerland,Niger,*
Switzerland,Nigeria,
Switzerland,Nicaragua,0
Switzerland,Netherlands,*
Switzerland,Nepal,11
Switzerland,Pakistan,36
Switzerland,Panama,0
Switzerland,Peru,*
Switzerland,Philippines,0
Switzerland,Poland,*
Switzerland,Dem. People's Rep. of Korea,0
Switzerland,Portugal,*
Switzerland,Romania,
Switzerland,Russia,
Switzerland,Rwanda,*
Switzerland,Saudi Arabia,*
Switzerland,Sudan,
Switzerland,Senegal,
Switzerland,Sierra Leone,
Switzerland,El Salvador,0
Switzerland,Somalia,108
Switzerland,Serbia and Kosovo (S/RES/1244 (1999)),
Switzerland,South Sudan,*
Switzerland,Slovakia,*
Switzerland,Slovenia,0
Switzerland,Sweden,*
Switzerland,Syrian Arab Rep.,89
Switzerland,Chad,*
Switzerland,Togo,
Switzerland,Tajikistan,0
Switzerland,Turkmenistan,0
Switzerland,Trinidad and Tobago,*
Switzerland,Tunisia,77
Switzerland,Turkey,98
Switzerland,United Rep. of Tanzania,*
Switzerland,Uganda,*
Switzerland,Ukraine,
Switzerland,United States,*
Switzerland,Uzbekistan,*
Switzerland,Venezuela (Bolivarian Republic of),0
Switzerland,Viet Nam,*
Switzerland,Stateless,0
Switzerland,Various/Unknown,
Switzerland,Yemen,0
Switzerland,South Africa,
Switzerland,Zambia,0
Switzerland,Zimbabwe,0
Turkey,Afghanistan,
Turkey,Afghanistan,*
Turkey,Afghanistan,7
Turkey,Angola,0
Turkey,Angola,
Turkey,United Arab Emirates,0
Turkey,Burundi,0
Turkey,Benin,0
Turkey,Burkina Faso,0
Turkey,Bangladesh,0
Turkey,Bangladesh,
Turkey,Bahrain,0
Turkey,Belarus,0
Turkey,Central African Rep.,0
Turkey,Chile,0
Turkey,China,0
Turkey,Côte d'Ivoire,0
Turkey,Côte d'Ivoire,
Turkey,Cameroon,
Turkey,Cameroon,0
Turkey,Dem. Rep. of the Congo,*
Turkey,Dem. Rep. of the Congo,
Turkey,Dem. Rep. of the Congo,
Turkey,Congo,0
Turkey,Cuba,0
Turkey,Djibouti,
Turkey,Djibouti,0
Turkey,Dominica,0
Turkey,Dominican Rep.,0
Turkey,Algeria,
Turkey,Algeria,0
Turkey,Egypt,*
Turkey,Egypt,29
Turkey,Eritrea,*
Turkey,Eritrea,
Turkey,Eritrea,
Turkey,Ethiopia,*
Turkey,Ethiopia,*
Turkey,France,0
Turkey,Gabon,0
Turkey,Ghana,
Turkey,Ghana,*
Turkey,Guinea,
Turkey,Guinea,
Turkey,Guinea,0
Turkey,Gambia,0
Turkey,Haiti,0
Turkey,Indonesia,0
Turkey,India,0
Turkey,Iran (Islamic Rep. of),753
Turkey,Iran (Islamic Rep. of),16
Turkey,Iran (Islamic Rep. of),48
Turkey,Iraq,6
Turkey,Iraq,
Turkey,Iraq,36
Turkey,Israel,0
Turkey,Jordan,*
Turkey,Kazakhstan,0
Turkey,Kenya,
Turkey,Kenya,*
Turkey,Kyrgyzstan,
Turkey,Kyrgyzstan,*
Turkey,Kuwait,0
Turkey,Lebanon,
Turkey,Lebanon,*
Turkey,Liberia,0
Turkey,Libya,0
Turkey,Libya,
Turkey,Sri Lanka,0
Turkey,Morocco,
Turkey,Morocco,0
Turkey,Mali,*
Turkey,Mali,
Turkey,Myanmar,
Turkey,Myanmar,0
Turkey,Mongolia,0
Turkey,Mauritania,0
Turkey,Malaysia,0
Turkey,Niger,0
Turkey,Nigeria,
Turkey,Nigeria,0
Turkey,Nepal,0
Turkey,Oman,0
Turkey,Pakistan,
Turkey,Pakistan,
Turkey,Pakistan,*
Turkey,Peru,0
Turkey,Philippines,0
Turkey,Palestinian,
Turkey,Palestinian,*
Turkey,Romania,0
Turkey,Russia,
Turkey,Russia,0
Turkey,Rwanda,0
Turkey,Rwanda,
Turkey,Saudi Arabia,0
Turkey,Sudan,7
Turkey,Sudan,
Turkey,Senegal,
Turkey,Senegal,*
Turkey,Sierra Leone,0
Turkey,Sierra Leone,
Turkey,Somalia,
Turkey,Somalia,
Turkey,Somalia,0
Turkey,South Sudan,0
Turkey,Suriname,0
Turkey,Syrian Arab Rep.,
Turkey,Syrian Arab Rep.,0
Turkey,Chad,0
Turkey,Togo,0
Turkey,Tibetan,0
Turkey,Tajikistan,
Turkey,Tajikistan,8
Turkey,Turkmenistan,
Turkey,Turkmenistan,*
Turkey,Tunisia,0
Turkey,Tunisia,
Turkey,United Rep. of Tanzania,0
Turkey,Uganda,28
Turkey,Uganda,
Turkey,Ukraine,0
Turkey,Uzbekistan,*
Turkey,Uzbekistan,*
Turkey,Stateless,*
Turkey,Stateless,
Turkey,Various/Unknown,0
Turkey,Yemen,0
Turkey,Yemen,
Turkey,Zimbabwe,0
United Arab Emirates,Afghanistan,
United Arab Emirates,Burundi,
United Arab Emirates,Egypt,
United Arab Emirates,Eritrea,
United Arab Emirates,Ethiopia,
United Arab Emirates,Iran (Islamic Rep. of),
United Arab Emirates,Iraq,
United Arab Emirates,Sri Lanka,
United Arab Emirates,Pakistan,
United Arab Emirates,Palestinian,
United Arab Emirates,Rwanda,
United Arab Emirates,Saudi Arabia,
United Arab Emirates,Sudan,*
United Arab Emirates,Syrian Arab Rep.,
United Arab Emirates,Stateless,
United Arab Emirates,Yemen,
United Kingdom,Aruba,
United Kingdom,Aruba,0
United Kingdom,Aruba,0
United Kingdom,Afghanistan,1097
United Kingdom,Afghanistan,0
United Kingdom,Afghanistan,388
United Kingdom,Angola,39
United Kingdom,Angola,0
United Kingdom,Angola,13
United Kingdom,Anguilla,0
United Kingdom,Anguilla,
United Kingdom,Anguilla,0
United Kingdom,Albania,800
United Kingdom,Albania,441
United Kingdom,Albania,*
United Kingdom,Andorra,0
United Kingdom,Andorra,0
United Kingdom,Andorra,0
United Kingdom,United Arab Emirates,0
United Kingdom,United Arab Emirates,*
United Kingdom,United Arab Emirates,0
United Kingdom,Argentina,*
United Kingdom,Argentina,0
United Kingdom,Argentina,0
United Kingdom,Armenia,*
United Kingdom,Armenia,11
United Kingdom,Armenia,0
United Kingdom,American Samoa,0
United Kingdom,American Samoa,0
United Kingdom,American Samoa,
United Kingdom,Antigua and Barbuda,0
United Kingdom,Antigua and Barbuda,0
United Kingdom,Antigua and Barbuda,0
United Kingdom,Australia,0
United Kingdom,Australia,0
United Kingdom,Australia,0
United Kingdom,Austria,0
United Kingdom,Austria,0
United Kingdom,Austria,0
United Kingdom,Azerbaijan,13
United Kingdom,Azerbaijan,*
United Kingdom,Azerbaijan,0
United Kingdom,Burundi,0
United Kingdom,Burundi,*
United Kingdom,Burundi,15
United Kingdom,Belgium,0
United Kingdom,Belgium,0
United Kingdom,Belgium,0
United Kingdom,Benin,*
United Kingdom,Benin,0
United Kingdom,Benin,0
United Kingdom,Burkina Faso,0
United Kingdom,Burkina Faso,*
United Kingdom,Burkina Faso,0
United Kingdom,Bangladesh,1323
United Kingdom,Bangladesh,0
United Kingdom,Bangladesh,535
United Kingdom,Bulgaria,*
United Kingdom,Bulgaria,0
United Kingdom,Bulgaria,0
United Kingdom,Bahrain,*
United Kingdom,Bahrain,0
United Kingdom,Bahrain,*
United Kingdom,Bahamas,0
United Kingdom,Bahamas,0
United Kingdom,Bahamas,0
United Kingdom,Bosnia and Herzegovina,*
United Kingdom,Bosnia and Herzegovina,0
United Kingdom,Bosnia and Herzegovina,0
United Kingdom,Belarus,*
United Kingdom,Belarus,0
United Kingdom,Belarus,*
United Kingdom,Belize,*
United Kingdom,Belize,0
United Kingdom,Belize,
United Kingdom,Bermuda,
United Kingdom,Bermuda,0
United Kingdom,Bermuda,0
United Kingdom,Bolivia (Plurinational State of),8
United Kingdom,Bolivia (Plurinational State of),0
United Kingdom,Bolivia (Plurinational State of),*
United Kingdom,Brazil,0
United Kingdom,Brazil,16
United Kingdom,Brazil,*
United Kingdom,Barbados,10
United Kingdom,Barbados,*
United Kingdom,Barbados,0
United Kingdom,Brunei Darussalam,0
United Kingdom,Brunei Darussalam,0
United Kingdom,Brunei Darussalam,0
United Kingdom,Bhutan,*
United Kingdom,Bhutan,*
United Kingdom,Bhutan,0
United Kingdom,Botswana,*
United Kingdom,Botswana,0
United Kingdom,Botswana,6
United Kingdom,Central African Rep.,*
United Kingdom,Central African Rep.,0
United Kingdom,Central African Rep.,0
United Kingdom,Canada,0
United Kingdom,Canada,6
United Kingdom,Canada,0
United Kingdom,Switzerland,0
United Kingdom,Switzerland,0
United Kingdom,Switzerland,0
United Kingdom,Chile,0
United Kingdom,Chile,0
United Kingdom,Chile,0
United Kingdom,China,236
United Kingdom,China,*
United Kingdom,China,565
United Kingdom,Côte d'Ivoire,18
United Kingdom,Côte d'Ivoire,16
United Kingdom,Côte d'Ivoire,0
United Kingdom,Cameroon,85
United Kingdom,Cameroon,0
United Kingdom,Cameroon,51
United Kingdom,Dem. Rep. of the Congo,0
United Kingdom,Dem. Rep. of the Congo,112
United Kingdom,Dem. Rep. of the Congo,71
United Kingdom,Congo,13
United Kingdom,Congo,0
United Kingdom,Congo,17
United Kingdom,Cook Islands,0
United Kingdom,Cook Islands,
United Kingdom,Cook Islands,0
United Kingdom,Colombia,0
United Kingdom,Colombia,*
United Kingdom,Colombia,0
United Kingdom,Comoros,0
United Kingdom,Comoros,0
United Kingdom,Comoros,0
United Kingdom,Cabo Verde,0
United Kingdom,Cabo Verde,*
United Kingdom,Cabo Verde,0
United Kingdom,Costa Rica,0
United Kingdom,Costa Rica,0
United Kingdom,Costa Rica,0
United Kingdom,Cuba,*
United Kingdom,Cuba,0
United Kingdom,Cuba,*
United Kingdom,Curaçao,
United Kingdom,Curaçao,0
United Kingdom,Curaçao,0
United Kingdom,Cayman Islands,0
United Kingdom,Cayman Islands,
United Kingdom,Cayman Islands,0
United Kingdom,Cyprus,*
United Kingdom,Cyprus,0
United Kingdom,Cyprus,0
United Kingdom,Czech Rep.,0
United Kingdom,Czech Rep.,0
United Kingdom,Czech Rep.,*
United Kingdom,Germany,0
United Kingdom,Germany,*
United Kingdom,Germany,0
United Kingdom,Djibouti,0
United Kingdom,Djibouti,*
United Kingdom,Djibouti,*
United Kingdom,Dominica,7
United Kingdom,Dominica,*
United Kingdom,Dominica,0
United Kingdom,Denmark,0
United Kingdom,Denmark,0
United Kingdom,Denmark,0
United Kingdom,Dominican Rep.,*
United Kingdom,Dominican Rep.,0
United Kingdom,Dominican Rep.,0
United Kingdom,Algeria,35
United Kingdom,Algeria,0
United Kingdom,Algeria,102
United Kingdom,Ecuador,0
United Kingdom,Ecuador,0
United Kingdom,Ecuador,*
United Kingdom,Egypt,110
United Kingdom,Egypt,235
United Kingdom,Egypt,0
United Kingdom,Eritrea,162
United Kingdom,Eritrea,0
United Kingdom,Eritrea,517
United Kingdom,Western Sahara,0
United Kingdom,Western Sahara,*
United Kingdom,Western Sahara,0
United Kingdom,Spain,0
United Kingdom,Spain,*
United Kingdom,Spain,0
United Kingdom,Estonia,*
United Kingdom,Estonia,0
United Kingdom,Estonia,0
United Kingdom,Ethiopia,148
United Kingdom,Ethiopia,164
United Kingdom,Ethiopia,0
United Kingdom,Finland,0
United Kingdom,Finland,0
United Kingdom,Finland,0
United Kingdom,Fiji,0
United Kingdom,Fiji,0
United Kingdom,Fiji,*
United Kingdom,France,0
United Kingdom,France,0
United Kingdom,France,5
United Kingdom,Micronesia (Federated States of),0
United Kingdom,Micronesia (Federated States of),0
United Kingdom,Micronesia (Federated States of),0
United Kingdom,Gabon,0
United Kingdom,Gabon,0
United Kingdom,Gabon,0
United Kingdom,Georgia,*
United Kingdom,Georgia,13
United Kingdom,Georgia,36
United Kingdom,Ghana,49
United Kingdom,Ghana,*
United Kingdom,Ghana,196
United Kingdom,Gibraltar,0
United Kingdom,Gibraltar,0
United Kingdom,Gibraltar,
United Kingdom,Guinea,10
United Kingdom,Guinea,*
United Kingdom,Guinea,12
United Kingdom,Guadeloupe,0
United Kingdom,Guadeloupe,0
United Kingdom,Guadeloupe,
United Kingdom,Gambia,150
United Kingdom,Gambia,0
United Kingdom,Gambia,97
United Kingdom,Guinea-Bissau,*
United Kingdom,Guinea-Bissau,0
United Kingdom,Guinea-Bissau,0
United Kingdom,Equatorial Guinea,0
United Kingdom,Equatorial Guinea,*
United Kingdom,Equatorial Guinea,0
United Kingdom,Greece,0
United Kingdom,Greece,*
United Kingdom,Greece,0
United Kingdom,Grenada,*
United Kingdom,Grenada,*
United Kingdom,Grenada,0
United Kingdom,Guatemala,0
United Kingdom,Guatemala,0
United Kingdom,Guatemala,*
United Kingdom,French Guiana,0
United Kingdom,French Guiana,0
United Kingdom,French Guiana,
United Kingdom,Guyana,*
United Kingdom,Guyana,0
United Kingdom,Guyana,5
United Kingdom,"China, Hong Kong SAR",*
United Kingdom,"China, Hong Kong SAR",*
United Kingdom,"China, Hong Kong SAR",
United Kingdom,Honduras,*
United Kingdom,Honduras,*
United Kingdom,Honduras,0
United Kingdom,Croatia,0
United Kingdom,Croatia,0
United Kingdom,Croatia,0
United Kingdom,Haiti,0
United Kingdom,Haiti,0
United Kingdom,Haiti,0
United Kingdom,Hungary,*
United Kingdom,Hungary,0
United Kingdom,Hungary,0
United Kingdom,Indonesia,*
United Kingdom,Indonesia,0
United Kingdom,Indonesia,6
United Kingdom,India,*
United Kingdom,India,80
United Kingdom,India,1229
United Kingdom,Ireland,0
United Kingdom,Ireland,0
United Kingdom,Ireland,0
United Kingdom,Iran (Islamic Rep. of),2185
United Kingdom,Iran (Islamic Rep. of),*
United Kingdom,Iran (Islamic Rep. of),657
United Kingdom,Iraq,1948
United Kingdom,Iraq,618
United Kingdom,Iraq,*
United Kingdom,Iceland,0
United Kingdom,Iceland,0
United Kingdom,Iceland,0
United Kingdom,Israel,0
United Kingdom,Israel,*
United Kingdom,Israel,*
United Kingdom,Italy,*
United Kingdom,Italy,0
United Kingdom,Italy,0
United Kingdom,Jamaica,0
United Kingdom,Jamaica,34
United Kingdom,Jamaica,188
United Kingdom,Jordan,10
United Kingdom,Jordan,5
United Kingdom,Jordan,0
United Kingdom,Japan,0
United Kingdom,Japan,0
United Kingdom,Japan,*
United Kingdom,Kazakhstan,0
United Kingdom,Kazakhstan,0
United Kingdom,Kazakhstan,*
United Kingdom,Kenya,0
United Kingdom,Kenya,57
United Kingdom,Kenya,26
United Kingdom,Kyrgyzstan,0
United Kingdom,Kyrgyzstan,5
United Kingdom,Kyrgyzstan,*
United Kingdom,Cambodia,0
United Kingdom,Cambodia,0
United Kingdom,Cambodia,0
United Kingdom,Kiribati,0
United Kingdom,Kiribati,0
United Kingdom,Kiribati,0
United Kingdom,Saint Kitts and Nevis,0
United Kingdom,Saint Kitts and Nevis,*
United Kingdom,Saint Kitts and Nevis,
United Kingdom,Rep. of Korea,0
United Kingdom,Rep. of Korea,5
United Kingdom,Rep. of Korea,0
United Kingdom,Kuwait,33
United Kingdom,Kuwait,10
United Kingdom,Kuwait,0
United Kingdom,Lao People's Dem. Rep.,0
United Kingdom,Lao People's Dem. Rep.,0
United Kingdom,Lao People's Dem. Rep.,0
United Kingdom,Lebanon,71
United Kingdom,Lebanon,18
United Kingdom,Lebanon,0
United Kingdom,Liberia,*
United Kingdom,Liberia,0
United Kingdom,Liberia,*
United Kingdom,Libya,129
United Kingdom,Libya,444
United Kingdom,Libya,0
United Kingdom,Saint Lucia,14
United Kingdom,Saint Lucia,*
United Kingdom,Saint Lucia,0
United Kingdom,Liechtenstein,0
United Kingdom,Liechtenstein,0
United Kingdom,Liechtenstein,0
United Kingdom,Sri Lanka,1000
United Kingdom,Sri Lanka,0
United Kingdom,Sri Lanka,442
United Kingdom,Lesotho,*
United Kingdom,Lesotho,0
United Kingdom,Lesotho,0
United Kingdom,Lithuania,0
United Kingdom,Lithuania,19
United Kingdom,Lithuania,*
United Kingdom,Luxembourg,0
United Kingdom,Luxembourg,0
United Kingdom,Luxembourg,0
United Kingdom,Latvia,6
United Kingdom,Latvia,0
United Kingdom,Latvia,*
United Kingdom,"China, Macao SAR",0
United Kingdom,"China, Macao SAR",
United Kingdom,"China, Macao SAR",0
United Kingdom,Morocco,0
United Kingdom,Morocco,20
United Kingdom,Morocco,54
United Kingdom,Monaco,0
United Kingdom,Monaco,0
United Kingdom,Monaco,0
United Kingdom,Rep. of Moldova,0
United Kingdom,Rep. of Moldova,*
United Kingdom,Rep. of Moldova,0
United Kingdom,Madagascar,0
United Kingdom,Madagascar,0
United Kingdom,Madagascar,0
United Kingdom,Maldives,0
United Kingdom,Maldives,0
United Kingdom,Maldives,0
United Kingdom,Mexico,16
United Kingdom,Mexico,0
United Kingdom,Mexico,6
United Kingdom,Marshall Islands,0
United Kingdom,Marshall Islands,0
United Kingdom,Marshall Islands,0
United Kingdom,The former Yugoslav Republic of Macedonia,0
United Kingdom,The former Yugoslav Republic of Macedonia,*
United Kingdom,The former Yugoslav Republic of Macedonia,*
United Kingdom,Mali,0
United Kingdom,Mali,*
United Kingdom,Mali,7
United Kingdom,Malta,0
United Kingdom,Malta,0
United Kingdom,Malta,0
United Kingdom,Myanmar,0
United Kingdom,Myanmar,70
United Kingdom,Myanmar,80
United Kingdom,Montenegro,0
United Kingdom,Montenegro,0
United Kingdom,Montenegro,0
United Kingdom,Mongolia,0
United Kingdom,Mongolia,*
United Kingdom,Mongolia,13
United Kingdom,Mozambique,*
United Kingdom,Mozambique,0
United Kingdom,Mozambique,0
United Kingdom,Mauritania,0
United Kingdom,Mauritania,0
United Kingdom,Mauritania,0
United Kingdom,Martinique,0
United Kingdom,Martinique,
United Kingdom,Martinique,0
United Kingdom,Mauritius,0
United Kingdom,Mauritius,5
United Kingdom,Mauritius,56
United Kingdom,Malawi,*
United Kingdom,Malawi,27
United Kingdom,Malawi,75
United Kingdom,Malaysia,55
United Kingdom,Malaysia,0
United Kingdom,Malaysia,17
United Kingdom,Namibia,11
United Kingdom,Namibia,*
United Kingdom,Namibia,0
United Kingdom,New Caledonia,0
United Kingdom,New Caledonia,
